county_state,latitude,longitude,deaths_per_100K,cluster_num,Reg_Avg_Deaths_per_100K
"Stafford County, Virginia",38.41,-77.45,4.578694679556782,209,43.59326084292035
"Surry County, Virginia",37.12,-76.89,31.142946122703208,26,28.1160717281259
"Sussex County, Virginia",36.93,-77.26,80.65238820682858,219,45.33653351078155
"Tazewell County, Virginia",37.13,-81.56,0.0,292,4.445129956086298
"Warren County, Virginia",38.91,-78.21,17.42854297380739,79,25.47936516747923
"Washington County, Virginia",36.72,-81.96,7.44324525493115,292,4.445129956086298
"Westmoreland County, Virginia",38.11,-76.8,11.101859561476546,26,28.1160717281259
"Wise County, Virginia",36.97,-82.62,8.025038118931064,292,4.445129956086298
"Wythe County, Virginia",36.92,-81.09,10.45879235810905,53,9.947409171149324
"York County, Virginia",37.22,-76.44,4.393673110720562,26,28.1160717281259
"Adams County, Washington",46.99,-118.56,15.012760846719711,63,25.567004174571103
"Asotin County, Washington",46.18,-117.19,8.85661146045523,148,11.957721002457939
"Benton County, Washington",46.25,-119.5,53.81867997455845,63,25.567004174571103
"Chelan County, Washington",47.88,-120.64,14.248704663212434,181,18.245140439255117
"Clallam County, Washington",48.1125,-123.44083333333,0.0,22,12.210930595607975
"Clark County, Washington",45.77,-122.48,8.602309105544188,84,7.521089396928938
"Columbia County, Washington",46.3,-117.92,0.0,148,11.957721002457939
"Cowlitz County, Washington",46.19,-122.68,4.52108180445417,228,5.275731691516154
"Douglas County, Washington",47.74,-119.69,18.420870846669278,181,18.245140439255117
"Ferry County, Washington",48.47,-118.51,0.0,241,3.415947777089431
"Franklin County, Washington",46.54,-118.9,49.3583415597236,63,25.567004174571103
"Garfield County, Washington",46.43,-117.53,0.0,148,11.957721002457939
"Grant County, Washington",47.21,-119.47,11.25515434909396,181,18.245140439255117
"Grays Harbor County, Washington",47.15,-123.83,2.6644995403738294,228,5.275731691516154
"Island County, Washington",48.15,-122.58,17.61783394604245,22,12.210930595607975
"Jefferson County, Washington",47.84,-123.58,0.0,22,12.210930595607975
"King County, Washington",47.47,-121.84,29.652225559330642,22,12.210930595607975
"Kitsap County, Washington",47.64,-122.65,1.4734430311670037,22,12.210930595607975
"Kittitas County, Washington",47.12,-120.68,35.464691770105354,181,18.245140439255117
"Klickitat County, Washington",45.87,-120.79,13.377926421404682,43,14.547155316908276
"Lewis County, Washington",46.58,-122.4,3.717149689618001,228,5.275731691516154
"Lincoln County, Washington",47.57,-118.41,0.0,241,3.415947777089431
"Mason County, Washington",47.35,-123.18,1.4977234603402827,228,5.275731691516154
"Okanogan County, Washington",48.55,-119.75,11.836280567194564,181,18.245140439255117
"Pacific County, Washington",46.56,-123.78,8.900360464598817,228,5.275731691516154
"Pend Oreille County, Washington",48.53,-117.28,0.0,112,3.2090244586548082
"Pierce County, Washington",47.05,-122.11,14.806957059824528,228,5.275731691516154
"San Juan County, Washington",48.57,-122.97,0.0,22,12.210930595607975
"Skagit County, Washington",48.48,-121.78,16.25324097364653,22,12.210930595607975
"Skamania County, Washington",46.03,-121.91,8.276090374906893,228,5.275731691516154
"Snohomish County, Washington",48.04,-121.71,23.96351706579506,22,12.210930595607975
"Spokane County, Washington",47.62,-117.4,11.476708021071238,241,3.415947777089431
"Stevens County, Washington",48.4,-117.85,2.187083087286486,241,3.415947777089431
"Thurston County, Washington",46.93,-122.83,3.097722829528871,228,5.275731691516154
"Wahkiakum County, Washington",46.29,-123.43,0.0,228,5.275731691516154
"Walla Walla County, Washington",46.23,-118.48,6.583278472679394,63,25.567004174571103
"Whatcom County, Washington",48.83,-121.9,20.938114784490093,22,12.210930595607975
"Whitman County, Washington",46.89,-117.52,1.9958486348395337,148,11.957721002457939
"Yakima County, Washington",46.46,-120.74,86.49794916152794,43,14.547155316908276
"Barbour County, West Virginia",39.13,-80.0,6.082355087890031,171,3.18808902461343
"Berkeley County, West Virginia",39.47,-78.03,9.230433578639097,117,14.740868483646938
"Boone County, West Virginia",38.02,-81.72,0.0,15,4.7070297930721
"Braxton County, West Virginia",38.7,-80.73,0.0,171,3.18808902461343
"Brooke County, West Virginia",40.27,-80.58,4.558092893933178,47,15.009562064273394
"Cabell County, West Virginia",38.42,-82.24,2.175213442819077,15,4.7070297930721
"Calhoun County, West Virginia",38.84,-81.12,0.0,293,9.597264337183843
"Clay County, West Virginia",38.46,-81.07,11.753643629525152,171,3.18808902461343
"Doddridge County, West Virginia",39.26,-80.7,0.0,171,3.18808902461343
"Fayette County, West Virginia",38.03,-81.09,11.790784322973165,15,4.7070297930721
"Gilmer County, West Virginia",38.92,-80.85,0.0,171,3.18808902461343
"Grant County, West Virginia",39.1,-79.2,0.0,254,4.891950363601776
"Greenbrier County, West Virginia",37.95,-80.45,8.655011251514628,171,3.18808902461343
"Hampshire County, West Virginia",39.31,-78.61,4.314994606256742,117,14.740868483646938
"Hancock County, West Virginia",40.52,-80.58,0.0,47,15.009562064273394
