,avg_reg_deaths_per_100K,latitude,longitude
0,21.626616992356837,40.760714285714286,-76.89285714285714
1,7.1242521435719945,39.75833333333333,-107.93666666666667
2,53.41271113624631,39.678333333333335,-85.85388888888889
3,14.044097562209664,36.91532983838382,-95.76769366666663
4,5.7926015482084,39.83428571428571,-122.60142857142858
5,32.51092654222784,31.034845679012445,-87.36006172839511
6,7.771855943176362,45.60727272727273,-96.16727272727273
7,37.5036638101785,33.849,-101.283
8,69.515211778541,31.336370370444467,-83.32255555555554
9,6.255374215226461,33.560303030303004,-97.30333333333337
10,2.0153336574832355,47.66,-114.01333333333334
11,27.253870504165942,40.78331349206343,-92.29720238095236
12,10.535690796108302,35.2890674603175,-87.44583333333335
13,1.9396004787013446,46.34334777777775,-101.71348861111083
14,7.344269738784417,35.89857142857143,-84.40154761904765
15,4.7070297930721,38.170833333333334,-81.815
16,94.33642491361867,41.6929814,-72.56820400000001
17,17.696880426016026,40.85357142857143,-99.08071428571428
18,13.786719927232214,34.76169191919182,-92.78063131313137
19,4.484329066099314,46.78523809523814,-90.69571428571429
20,59.6179525784331,33.69285714285714,-80.20571428571428
21,31.607615103615277,30.43272727272727,-96.44363636363637
22,12.210930595607975,48.12583333333333,-122.49453703703666
23,44.75739880791443,33.655,-116.07249999999999
24,13.45649067433089,43.420941666666664,-88.25118911111112
25,2.1309239686327994,43.835,-110.88999999999999
26,28.1160717281259,37.55555238095238,-76.80087571428571
27,57.50899845800005,31.552,-91.92099999999999
28,6.687126298584577,32.276666666666664,-108.28
29,11.777307914450494,42.75525252525245,-95.26118686868682
30,9.785206281995958,43.915,-116.229
31,13.090070394847343,37.89,-104.015
32,13.595603382667127,44.526363636363634,-84.74818181818182
33,2.9954433614461418,38.01642857142857,-92.78
34,39.83394557177417,26.79642016666667,-80.39385233333334
35,28.540796568432665,28.694,-99.334
36,12.432789270304596,39.06230769230769,-89.10461538461539
37,6.657961331568996,37.06860277777775,-99.57183333333333
38,5.498270936486501,44.218467000000004,-70.04675230000001
39,40.77336976219019,36.4616666666665,-111.995
40,11.54882473507165,37.957094017094,-122.07158119658155
41,13.7575514398335,45.94,-106.65285714285714
42,21.990135120349862,41.153636363636366,-103.0390909090909
43,14.547155316908276,45.16305555555556,-120.88771604938222
44,56.253938220816465,33.11936723529412,-83.83463111764706
45,3.585990092394973,40.829166666666666,-89.6875
46,10.051516136149823,32.2125,-100.24333333333334
47,15.009562064273394,39.96666666666667,-80.67666666666666
48,1.692249675076961,39.886941666666665,-95.762775
49,33.88616298980553,41.58714285714286,-84.00142857142858
50,14.494289327084974,43.0646986,-75.9151646333334
51,108.66124067773957,33.07636363636364,-89.18636363636364
52,50.35241210916263,33.2425,-94.6275
53,9.947409171149324,36.959203704,-80.78488888866667
54,6.5241350647644465,43.3102222222223,-92.34811111111111
55,26.83188338295267,37.686,-87.12066666666666
56,14.964142596657215,36.084464285714354,-90.74652777777779
57,14.141823271659032,38.10603174603176,-85.35650793650795
58,2.774626845075854,48.27,-96.25
59,31.80876339475931,35.77090909090909,-78.39818181818183
60,17.136727938369162,28.83833333333333,-81.72666666666666
61,25.641174495458223,44.174,-98.681
62,9.26009456033254,40.486666666666665,-118.28666666666668
63,25.567004174571103,46.018907603174576,-118.83638563333287
64,19.408537441272262,35.042307692307695,-99.10076923076923
65,11.583507732813562,37.38,-106.176
66,2.0635186859591292,42.144444444444446,-112.11555555555556
67,0.0,47.96666666666667,-110.00333333333333
68,24.69546098137013,31.545555555555556,-102.33777777777777
69,179.83895525162336,40.903433661616184,-74.08833289393945
70,9.767805178034328,35.19739766081868,-85.61877192982458
71,11.886325781475628,35.885625,-81.68729166666668
72,6.909390428188658,44.51994628571428,-73.47399885714286
73,1.6099948480164865,46.87833333333333,-98.95166666666667
74,7.191628364568086,45.88589743589746,-94.01282051282054
75,5.686075583784342,38.5423577777778,-96.6456077777778
76,24.399213123127705,39.480192307692306,-104.97344017094
77,40.635629703389434,33.37769230769231,-82.27923076923076
78,3.576648323810088,48.20666666666666,-102.97833333333334
79,25.47936516747923,38.387692307692305,-78.42666923076922
80,8.439579397731436,40.06438271604933,-97.15679382716044
81,13.887297789888493,37.3313333333334,-119.781333333334
82,5.995057552914342,44.35333333333333,-103.47166666666666
83,80.40191766823509,30.947857142857142,-84.42071428571428
84,7.521089396928938,45.453,-122.999
85,54.815319433124415,30.53000000027775,-89.32666666666667
86,45.933291368639594,31.31833333333333,-94.33083333333333
87,60.24880389863935,32.195185185185,-111.32712962962667
88,5.312772511025523,30.392,-99.286
89,11.460583184285154,42.411818181818184,-76.89454545454545
90,25.444594419757365,40.856875,-86.8741666666667
91,56.0129559447729,39.538,-76.09
92,8.420833452720048,35.03142857142857,-106.27428571428571
93,19.10021249938822,39.78121212121209,-82.58242424242428
94,53.13238898019201,33.327272727272636,-85.63664141414145
95,107.48002705406243,33.56143939393945,-90.59929292929291
96,12.086324607513754,42.473076923076924,-89.67615384615384
97,4.376458937928724,37.949493464052296,-88.3751959150327
98,8.844451936571165,34.77727272727273,-97.19
99,13.467309513457124,39.488125,-87.64125
100,15.897859278707802,37.35367,-101.7676
101,8.512982654046233,39.5,-83.58111111111111
102,7.995552366119649,35.461916666666696,-94.1999166666667
103,2.1615272617390984,45.80888888888889,-92.28777777777778
104,6.8053635313314285,41.27185158730157,-96.09466507936507
105,6.728599920407769,41.02,-79.46
106,3.0755034979550353,38.13666666666669,-82.83615384615385
107,12.13784510347614,43.67818181818182,-100.78181818181818
108,15.912591275965157,36.052727272727275,-76.33090909090909
109,20.977951179914,43.152499999999996,-107.0
110,226.03749586470002,36.045,-108.28999999999999
111,2.6723110939498276,45.973333333333336,-86.06
112,3.2090244586548082,48.366,-116.488
113,27.668324783294402,41.45929012345689,-93.54666666666667
114,115.36853395550882,42.48686350925934,-71.23202633333334
115,21.14743120173569,42.931333333333335,-84.684
116,40.7722888069608,42.842444444444396,-96.4267222222222
117,14.740868483646938,39.57,-78.03538461538461
118,1.157085994631121,46.863749999999996,-104.03875
119,70.31935394134533,26.81222222222222,-98.24111111111111
120,16.157711808900107,39.48821010101009,-99.85255050505046
121,20.130927682638703,31.171666666666667,-81.81666666666666
122,15.899326867068625,36.34818181818182,-89.50636363636363
123,3.7769667330245227,48.312,-101.202
124,2.2619526351840302,46.14185714285714,-111.39714285714285
125,3.9005187380118422,45.06444444444445,-90.52333333333334
126,11.96508210433172,39.355,-116.1625
127,24.172237410757628,28.166,-97.611
128,26.526731313292714,30.66037,-103.96234
129,2.2147270114917923,38.45556464646464,-98.49420707070709
130,0.38361250059113433,42.2146666666666,-121.6
131,0.0,39.760000000000005,-110.025
132,4.0318468345217156,40.989000000000004,-101.166
